time,G(i),H_sun,T2m,WS10m,Int
20090315:1210,892.04,39.04,12.41,2.97,0.0
20090315:1310,892.94,36.86,13.24,3.45,0.0
20090315:1410,814.79,31.8,13.85,3.45,0.0
20090315:1510,669.62,24.6,13.82,3.38,0.0
20090315:1610,454.53,15.98,13.49,3.03,0.0
20090315:1710,125.41,6.53,12.47,2.34,0.0
20090315:1810,0.0,0.0,10.5,2.55,0.0
20090315:1910,0.0,0.0,9.37,2.69,0.0
20090315:2010,0.0,0.0,8.28,2.69,0.0
20090315:2110,0.0,0.0,7.29,2.55,0.0
20090315:2210,0.0,0.0,6.47,2.48,0.0
20090315:2310,0.0,0.0,5.69,2.28,0.0
20090316:0010,0.0,0.0,4.95,2.14,0.0
20090316:0110,0.0,0.0,4.3,2.07,0.0
20090316:0210,0.0,0.0,3.69,2.0,0.0
20090316:0310,0.0,0.0,3.12,2.07,0.0
20090316:0410,0.0,0.0,2.67,2.07,0.0
20090316:0510,0.0,0.0,2.29,2.07,0.0
20090316:0610,0.0,0.0,1.92,2.0,0.0
20090316:0710,44.16,10.19,2.35,1.52,0.0
20090316:0810,254.66,19.42,5.32,1.45,0.0
20090316:0910,469.98,27.64,7.52,1.66,0.0
20090316:1010,673.06,34.21,9.31,1.79,0.0
20090316:1110,825.33,38.36,10.77,2.21,0.0
20090316:1210,903.86,39.43,11.86,2.41,0.0
20090316:1310,919.27,37.22,12.68,2.55,0.0
20090316:1410,854.78,32.13,13.16,2.55,0.0
20090316:1510,719.21,24.9,13.3,2.55,0.0
20090316:1610,490.71,16.25,13.08,2.62,0.0
20090316:1710,239.62,6.78,12.25,2.21,0.0
20090316:1810,0.0,0.0,10.37,2.41,0.0
20090316:1910,0.0,0.0,9.34,2.48,0.0
20090316:2010,0.0,0.0,8.25,2.34,0.0
20090316:2110,0.0,0.0,7.22,2.14,0.0
20090316:2210,0.0,0.0,6.12,2.0,0.0
20090316:2310,0.0,0.0,5.06,1.93,0.0
20090317:0010,0.0,0.0,4.13,1.93,0.0
20090317:0110,0.0,0.0,3.37,2.0,0.0
20090317:0210,0.0,0.0,2.78,2.0,0.0
20090317:0310,0.0,0.0,2.26,1.93,0.0
20090317:0410,0.0,0.0,1.85,1.93,0.0
20090317:0510,0.0,0.0,1.64,1.93,0.0
20090317:0610,0.0,0.0,1.54,1.93,0.0
20090317:0710,54.75,10.54,2.24,1.52,0.0
20090317:0810,251.39,19.79,6.08,1.45,0.0
20090317:0910,438.81,28.02,8.88,1.86,0.0
20090317:1010,682.75,34.61,10.88,2.62,0.0
20090317:1110,829.67,38.76,12.19,3.03,0.0
20090317:1210,915.48,39.83,13.19,3.03,0.0
20090317:1310,900.94,37.59,13.87,2.97,0.0
20090317:1410,658.46,32.46,14.28,3.1,0.0
20090317:1510,691.44,25.19,14.43,3.31,0.0
20090317:1610,419.54,16.52,14.17,3.45,0.0
20090317:1710,123.61,7.04,13.26,2.9,0.0
20090317:1810,0.0,0.0,11.33,2.9,0.0
20090317:1910,0.0,0.0,10.26,3.17,0.0
20090317:2010,0.0,0.0,9.45,3.1,0.0
20090317:2110,0.0,0.0,8.58,3.1,0.0
20090317:2210,0.0,0.0,7.91,3.1,0.0
20090317:2310,0.0,0.0,7.34,3.1,0.0
20090318:0010,0.0,0.0,6.84,3.17,0.0
20090318:0110,0.0,0.0,6.43,3.24,0.0
20090318:0210,0.0,0.0,6.02,3.24,0.0
20090318:0310,0.0,0.0,5.58,3.24,0.0
20090318:0410,0.0,0.0,5.11,3.17,0.0
20090318:0510,0.0,0.0,4.61,3.1,0.0
20090318:0610,0.0,0.0,4.13,3.1,0.0
20090318:0710,60.35,10.89,4.74,2.83,0.0
20090318:0810,260.45,20.15,6.42,3.1,0.0
20090318:0910,479.58,28.4,8.27,3.45,0.0
20090318:1010,0.0,0.0,10.09,3.38,0.0
20090318:1110,845.36,39.17,11.73,3.38,0.0
20090318:1210,938.71,40.22,13.07,3.52,0.0
20090318:1310,927.1,37.95,14.0,3.59,0.0
20090318:1410,834.15,32.78,14.49,3.66,0.0
20090318:1510,714.88,25.48,14.51,3.72,0.0
20090318:1610,468.8,16.79,14.04,3.52,0.0
20090318:1710,220.25,7.29,12.8,2.97,0.0
20090318:1810,0.0,0.0,10.63,2.9,0.0
20090318:1910,0.0,0.0,9.57,2.97,0.0
20090318:2010,0.0,0.0,8.3,2.9,0.0
20090318:2110,0.0,0.0,7.18,2.76,0.0
20090318:2210,0.0,0.0,6.19,2.62,0.0
20090318:2310,0.0,0.0,5.27,2.48,0.0
20090319:0010,0.0,0.0,4.39,2.34,0.0
20090319:0110,0.0,0.0,3.46,2.28,0.0
20090319:0210,0.0,0.0,2.58,2.28,0.0
20090319:0310,0.0,0.0,1.87,2.28,0.0
20090319:0410,0.0,0.0,1.32,2.34,0.0
20090319:0510,0.0,0.0,0.89,2.28,0.0
20090319:0610,0.0,0.0,0.51,2.28,0.0
20090319:0710,60.96,11.24,1.0,1.66,0.0
20090319:0810,256.37,20.51,4.95,1.79,0.0
20090319:0910,490.33,28.78,7.88,2.14,0.0
20090319:1010,700.77,35.4,10.23,2.55,0.0
20090319:1110,850.78,39.57,11.94,3.03,0.0
20090319:1210,937.07,40.61,13.06,3.45,0.0
20090319:1310,945.87,38.31,13.71,3.79,0.0
20090319:1410,874.65,33.11,13.93,3.93,0.0
20090319:1510,737.76,25.77,13.79,3.86,0.0
20090319:1610,498.82,17.06,13.33,3.66,0.0
20090319:1710,230.62,7.54,12.19,3.17,0.0
20090319:1810,0.0,0.0,10.34,3.45,0.0
20090319:1910,0.0,0.0,9.49,4.14,0.0
20090319:2010,0.0,0.0,8.51,4.21,0.0
20090319:2110,0.0,0.0,7.58,4.0,0.0
20090319:2210,0.0,0.0,6.74,3.72,0.0
20090319:2310,0.0,0.0,5.89,3.31,0.0
20090320:0010,0.0,0.0,5.08,3.17,0.0
20090320:0110,0.0,0.0,4.39,3.1,0.0
20090320:0210,0.0,0.0,3.8,3.03,0.0
20090320:0310,0.0,0.0,3.24,3.03,0.0
20090320:0410,0.0,0.0,2.76,2.97,0.0
20090320:0510,0.0,0.0,2.3,2.9,0.0
20090320:0610,0.0,0.0,1.83,2.76,0.0
20090320:0710,62.04,11.6,2.45,2.55,0.0
20090320:0810,273.43,20.88,4.45,2.9,0.0
20090320:0910,495.57,29.16,6.42,3.38,0.0
20090320:1010,701.89,35.79,7.86,4.07,0.0
20090320:1110,854.98,39.97,8.76,4.21,0.0
20090320:1210,941.37,41.0,9.43,4.14,0.0
20090320:1310,970.57,38.67,9.93,4.07,0.0
20090320:1410,870.97,33.44,10.16,4.0,0.0
20090320:1510,735.69,26.07,10.1,4.07,0.0
20090320:1610,507.84,17.32,9.69,4.0,0.0
20090320:1710,234.62,7.79,8.9,3.24,0.0
20090320:1810,0.0,0.0,7.3,2.69,0.0
20090320:1910,0.0,0.0,6.52,2.55,0.0
20090320:2010,0.0,0.0,5.36,2.48,0.0
20090320:2110,0.0,0.0,4.32,2.34,0.0
20090320:2210,0.0,0.0,3.38,2.14,0.0
20090320:2310,0.0,0.0,2.3,1.93,0.0
20090321:0010,0.0,0.0,1.14,1.86,0.0
20090321:0110,0.0,0.0,0.21,1.79,0.0
20090321:0210,0.0,0.0,-0.36,1.66,0.0
20090321:0310,0.0,0.0,-0.7,1.52,0.0
20090321:0410,0.0,0.0,-1.3,1.59,0.0
20090321:0510,0.0,0.0,-1.87,1.66,0.0
20090321:0610,0.0,0.0,-2.22,1.66,0.0
20090321:0710,65.17,11.95,-0.9,1.1,0.0
20090321:0810,277.4,21.24,3.08,0.97,0.0
20090321:0910,497.62,29.54,5.63,1.45,0.0
20090321:1010,710.16,36.19,7.14,1.79,0.0
20090321:1110,859.17,40.38,8.27,1.86,0.0
20090321:1210,945.65,41.39,9.19,2.0,0.0
20090321:1310,953.35,39.04,9.92,2.28,0.0
20090321:1410,874.29,33.76,10.38,2.41,0.0
20090321:1510,745.23,26.36,10.57,2.41,0.0
20090321:1610,506.16,17.59,10.44,2.41,0.0
20090321:1710,240.57,8.05,9.82,1.72,0.0
20090321:1810,0.0,0.0,8.52,1.86,0.0
20090321:1910,0.0,0.0,6.96,1.86,0.0
20090321:2010,0.0,0.0,5.11,2.07,0.0
20090321:2110,0.0,0.0,3.61,2.14,0.0
20090321:2210,0.0,0.0,2.67,2.41,0.0
20090321:2310,0.0,0.0,2.1,2.48,0.0
20090322:0010,0.0,0.0,1.62,2.48,0.0
20090322:0110,0.0,0.0,1.12,2.34,0.0
20090322:0210,0.0,0.0,0.63,2.28,0.0
20090322:0310,0.0,0.0,0.24,2.21,0.0
20090322:0410,0.0,0.0,0.02,2.14,0.0
20090322:0510,0.0,0.0,0.28,2.14,0.0
20090322:0610,0.0,0.0,1.09,2.14,0.0
20090322:0710,83.29,12.3,2.23,2.14,0.0
20090322:0810,134.41,21.6,5.07,2.9,0.0
20090322:0910,126.76,29.92,6.55,4.0,0.0
20090322:1010,173.11,36.58,7.08,3.72,0.0
20090322:1110,164.6,40.78,7.67,3.86,0.0
20090322:1210,143.79,41.78,8.21,4.07,0.0
20090322:1310,122.98,39.4,8.58,3.86,0.0
20090322:1410,321.85,34.08,8.8,3.59,0.0
20090322:1510,247.15,26.64,9.11,3.38,0.0
20090322:1610,324.5,17.85,9.04,3.31,0.0
20090322:1710,184.74,8.29,8.92,3.17,0.0
20090322:1810,0.0,0.0,8.41,2.07,0.0
20090322:1910,0.0,0.0,7.63,1.79,0.0
20090322:2010,0.0,0.0,6.97,1.72,0.0
20090322:2110,0.0,0.0,6.28,1.72,0.0
20090322:2210,0.0,0.0,5.39,1.86,0.0
20090322:2310,0.0,0.0,4.59,2.07,0.0
20090323:0010,0.0,0.0,4.07,2.21,0.0
20090323:0110,0.0,0.0,3.68,2.41,0.0
20090323:0210,0.0,0.0,3.58,2.55,0.0
20090323:0310,0.0,0.0,3.86,2.69,0.0
20090323:0410,0.0,0.0,3.8,2.76,0.0
20090323:0510,0.0,0.0,3.65,2.83,0.0
20090323:0610,10.86,2.87,3.3,2.97,0.0
20090323:0710,82.02,12.66,4.14,3.03,0.0
20090323:0810,129.07,21.97,5.71,4.48,0.0
20090323:0910,233.39,30.3,6.88,4.41,0.0
20090323:1010,572.41,36.98,8.68,5.31,0.0
20090323:1110,532.89,41.18,10.42,5.93,0.0
20090323:1210,911.53,42.18,11.59,6.28,0.0
20090323:1310,946.48,39.76,12.75,5.86,0.0
20090323:1410,746.25,34.4,13.42,6.21,0.0
20090323:1510,651.43,26.93,13.68,6.62,0.0
20090323:1610,125.97,18.11,13.37,6.69,0.0
20090323:1710,97.34,8.54,12.17,6.34,0.0
20090323:1810,0.0,0.0,10.36,6.48,0.0
20090323:1910,0.0,0.0,9.3,6.76,0.0
20090323:2010,0.0,0.0,8.74,6.55,0.0
20090323:2110,0.0,0.0,8.61,6.41,0.0
20090323:2210,0.0,0.0,8.23,6.34,0.0
20090323:2310,0.0,0.0,7.32,5.93,0.0
20090324:0010,0.0,0.0,6.37,5.31,0.0
20090324:0110,0.0,0.0,5.34,5.17,0.0
20090324:0210,0.0,0.0,4.48,5.17,0.0
20090324:0310,0.0,0.0,4.0,5.17,0.0
20090324:0410,0.0,0.0,3.73,5.1,0.0
20090324:0510,0.0,0.0,3.3,4.9,0.0
20090324:0610,13.58,3.22,2.94,4.62,0.0
20090324:0710,73.47,13.01,3.58,4.21,0.0
20090324:0810,156.0,22.33,4.86,5.24,0.0
20090324:0910,471.01,30.68,6.31,7.59,0.0
20090324:1010,176.9,37.37,6.85,7.1,0.0
20090324:1110,189.2,41.58,7.44,6.9,0.0
20090324:1210,473.42,42.57,7.9,6.41,0.0
20090324:1310,430.15,40.12,8.28,6.0,0.0
20090324:1410,463.82,34.72,8.9,6.14,0.0
20090324:1510,514.68,27.22,8.98,6.0,0.0
20090324:1610,280.77,18.37,8.74,5.52,0.0
20090324:1710,206.38,8.79,8.18,4.55,0.0
20090324:1810,0.0,0.0,6.88,3.66,0.0
20090324:1910,0.0,0.0,5.28,2.62,0.0
20090324:2010,0.0,0.0,4.18,2.55,0.0
20090324:2110,0.0,0.0,3.42,2.69,0.0
20090324:2210,0.0,0.0,2.94,2.62,0.0
20090324:2310,0.0,0.0,2.48,2.69,0.0
20090325:0010,0.0,0.0,2.53,2.97,0.0
20090325:0110,0.0,0.0,3.15,3.31,0.0
20090325:0210,0.0,0.0,3.4,3.59,0.0
20090325:0310,0.0,0.0,3.53,3.93,0.0
20090325:0410,0.0,0.0,3.74,4.41,0.0
20090325:0510,0.0,0.0,3.94,4.83,0.0
20090325:0610,4.53,3.57,4.01,5.45,0.0
20090325:0710,69.18,13.36,4.8,5.93,0.0
20090325:0810,94.6,22.7,5.35,6.21,0.0
20090325:0910,277.71,31.06,6.13,6.34,0.0
20090325:1010,112.57,37.77,7.13,5.45,0.0
20090325:1110,443.03,41.98,8.49,5.52,0.0
20090325:1210,729.81,42.95,9.82,5.79,0.0
20090325:1310,216.36,40.47,10.65,6.83,0.0
20090325:1410,298.19,35.04,10.9,7.59,0.0
20090325:1510,183.16,27.5,10.71,7.79,0.0
20090325:1610,130.38,18.63,10.41,7.66,0.0
20090325:1710,133.79,9.04,9.72,6.48,0.0
20090325:1810,0.0,0.0,8.94,5.79,0.0
20090325:1910,0.0,0.0,8.26,5.59,0.0
20090325:2010,0.0,0.0,7.73,5.17,0.0
20090325:2110,0.0,0.0,7.41,4.9,0.0
20090325:2210,0.0,0.0,7.15,4.55,0.0
20090325:2310,0.0,0.0,6.44,4.28,0.0
20090326:0010,0.0,0.0,6.19,4.14,0.0
20090326:0110,0.0,0.0,5.84,4.0,0.0
20090326:0210,0.0,0.0,5.45,3.86,0.0
20090326:0310,0.0,0.0,4.87,3.59,0.0
20090326:0410,0.0,0.0,4.47,3.31,0.0
20090326:0510,0.0,0.0,4.4,3.1,0.0
20090326:0610,14.48,3.91,4.52,3.17,0.0
20090326:0710,60.54,13.71,5.5,3.31,0.0
20090326:0810,197.77,23.06,6.52,4.28,0.0
20090326:0910,233.76,31.44,8.43,6.14,0.0
20090326:1010,206.8,38.16,8.45,6.21,0.0
20090326:1110,159.87,42.39,9.15,7.03,0.0
20090326:1210,272.63,43.34,9.49,6.97,0.0
20090326:1310,105.95,40.83,10.06,6.9,0.0
20090326:1410,110.68,35.36,10.63,6.9,0.0
20090326:1510,75.68,27.78,10.9,6.9,0.0
20090326:1610,67.16,18.89,10.64,6.28,0.0
20090326:1710,34.06,9.28,9.97,5.66,0.0
20090326:1810,0.0,0.0,9.34,5.52,0.0
20090326:1910,0.0,0.0,9.21,6.14,0.0
20090326:2010,0.0,0.0,9.08,6.28,0.0
20090326:2110,0.0,0.0,9.03,6.41,0.0
20090326:2210,0.0,0.0,8.85,6.34,0.0
20090326:2310,0.0,0.0,8.4,5.79,0.0
20090327:0010,0.0,0.0,8.27,5.1,0.0
20090327:0110,0.0,0.0,7.91,4.21,0.0
20090327:0210,0.0,0.0,7.5,4.0,0.0
20090327:0310,0.0,0.0,6.85,4.07,0.0
20090327:0410,0.0,0.0,5.97,4.14,0.0
20090327:0510,0.0,0.0,5.53,4.14,0.0
20090327:0610,18.1,4.26,5.21,4.14,0.0
20090327:0710,103.98,14.06,5.31,4.07,0.0
20090327:0810,251.03,23.42,6.34,5.59,0.0
20090327:0910,247.51,31.81,7.22,5.38,0.0
20090327:1010,441.23,38.56,8.22,5.79,0.0
20090327:1110,535.66,42.79,8.74,5.66,0.0
20090327:1210,278.83,43.73,9.63,5.72,0.0
20090327:1310,128.65,41.19,10.09,5.93,0.0
20090327:1410,560.92,35.67,10.08,5.86,0.0
20090327:1510,343.8,28.06,10.42,5.86,0.0
20090327:1610,144.57,19.15,9.94,5.72,0.0
20090327:1710,251.38,9.53,9.22,4.62,0.0
20090327:1810,0.0,0.0,8.56,4.28,0.0
20090327:1910,0.0,0.0,8.23,4.34,0.0
20090327:2010,0.0,0.0,7.66,4.41,0.0
20090327:2110,0.0,0.0,7.3,4.62,0.0
20090327:2210,0.0,0.0,7.03,4.83,0.0
20090327:2310,0.0,0.0,6.82,4.9,0.0
20090328:0010,0.0,0.0,6.78,4.9,0.0
20090328:0110,0.0,0.0,6.77,4.97,0.0
20090328:0210,0.0,0.0,6.75,5.52,0.0
20090328:0310,0.0,0.0,6.28,5.79,0.0
20090328:0410,0.0,0.0,6.05,5.38,0.0
20090328:0510,0.0,0.0,5.67,4.76,0.0
20090328:0610,19.91,4.61,4.99,4.62,0.0
20090328:0710,98.12,14.41,4.86,4.55,0.0
20090328:0810,271.81,23.78,5.29,5.24,0.0
20090328:0910,500.68,32.19,6.36,5.59,0.0
20090328:1010,699.68,38.95,7.8,6.07,0.0
20090328:1110,627.1,43.18,8.8,6.41,0.0
20090328:1210,322.98,44.12,9.48,6.62,0.0
20090328:1310,225.5,41.54,9.87,6.0,0.0
20090328:1410,111.63,35.99,10.52,5.52,0.0
20090328:1510,131.49,28.34,8.52,6.0,0.0
20090328:1610,432.91,19.4,8.05,5.31,0.0
20090328:1710,273.32,9.77,7.77,4.41,0.0
20090328:1810,0.0,0.0,7.01,3.31,0.0
20090328:1910,0.0,0.0,6.03,2.62,0.0
20090328:2010,0.0,0.0,5.12,2.62,0.0
20090328:2110,0.0,0.0,4.48,2.62,0.0
20090328:2210,0.0,0.0,3.73,2.62,0.0
20090328:2310,0.0,0.0,3.1,2.62,0.0
20090329:0010,0.0,0.0,2.55,2.41,0.0
20090329:0110,0.0,0.0,2.03,2.34,0.0
20090329:0210,0.0,0.0,1.59,2.28,0.0
20090329:0310,0.0,0.0,1.19,2.28,0.0
20090329:0410,0.0,0.0,0.9,2.28,0.0
20090329:0510,0.0,0.0,0.59,2.34,0.0
20090329:0610,26.25,4.95,0.43,2.41,0.0
20090329:0710,105.38,14.76,1.98,2.34,0.0
20090329:0810,305.17,24.14,4.05,4.14,0.0
20090329:0910,193.36,32.57,5.23,4.28,0.0
20090329:1010,266.13,39.34,6.41,4.0,0.0
20090329:1110,440.71,43.58,7.27,3.79,0.0
20090329:1210,376.56,44.5,7.86,3.52,0.0
20090329:1310,309.36,41.89,8.18,3.03,0.0
20090329:1410,678.73,36.3,8.62,2.83,0.0
20090329:1510,594.02,28.62,8.95,2.69,0.0
20090329:1610,520.65,19.66,8.9,2.76,0.0
20090329:1710,143.95,10.01,8.5,2.28,0.0
20090329:1810,0.0,0.0,7.62,2.14,0.0
20090329:1910,0.0,0.0,6.18,2.28,0.0
20090329:2010,0.0,0.0,5.29,2.28,0.0
20090329:2110,0.0,0.0,4.25,2.34,0.0
20090329:2210,0.0,0.0,3.32,2.34,0.0
20090329:2310,0.0,0.0,2.51,2.28,0.0
20090330:0010,0.0,0.0,1.76,2.21,0.0
20090330:0110,0.0,0.0,1.01,2.07,0.0
20090330:0210,0.0,0.0,0.21,2.0,0.0
20090330:0310,0.0,0.0,-0.49,2.0,0.0
20090330:0410,0.0,0.0,-1.11,2.0,0.0
20090330:0510,0.0,0.0,-1.65,1.93,0.0
20090330:0610,25.34,5.3,-1.94,1.86,0.0
20090330:0710,112.87,15.11,0.52,1.31,0.0
20090330:0810,279.0,24.5,4.29,1.59,0.0
20090330:0910,552.91,32.94,6.31,1.93,0.0
20090330:1010,767.72,39.73,7.96,2.41,0.0
20090330:1110,739.54,43.98,9.15,3.03,0.0
20090330:1210,992.44,44.89,9.61,3.24,0.0
20090330:1310,999.7,42.24,9.77,3.45,0.0
20090330:1410,925.02,36.61,9.91,3.72,0.0
20090330:1510,736.97,28.9,9.43,3.79,0.0
20090330:1610,513.14,19.91,9.09,3.72,0.0
20090330:1710,299.16,10.26,8.56,3.1,0.0
20090330:1810,0.0,0.0,7.52,2.69,0.0
20090330:1910,0.0,0.0,6.76,2.55,0.0
20090330:2010,0.0,0.0,5.62,2.69,0.0
20090330:2110,0.0,0.0,4.62,2.76,0.0
20090330:2210,0.0,0.0,3.93,2.76,0.0
20090330:2310,0.0,0.0,3.46,2.83,0.0
20090331:0010,0.0,0.0,3.12,2.97,0.0
20090331:0110,0.0,0.0,2.88,3.03,0.0
20090331:0210,0.0,0.0,2.62,3.1,0.0
20090331:0310,0.0,0.0,2.27,3.1,0.0
20090331:0410,0.0,0.0,1.98,3.03,0.0
20090331:0510,0.0,0.0,1.63,2.97,0.0
20090331:0610,30.77,5.64,1.51,2.83,0.0
20090331:0710,98.9,15.46,3.3,2.55,0.0
20090331:0810,321.72,24.86,5.69,2.97,0.0
20090331:0910,554.09,33.31,8.23,3.24,0.0
20090331:1010,766.89,40.12,10.44,3.59,0.0
20090331:1110,922.22,44.38,12.02,4.28,0.0
20090331:1210,1031.56,45.27,12.74,4.55,0.0
20090331:1310,1022.49,42.59,13.16,4.48,0.0
20090331:1410,934.56,36.92,13.33,4.48,0.0
20090331:1510,789.82,29.17,13.33,4.62,0.0
20090331:1610,542.93,20.16,12.98,4.62,0.0
20090331:1710,293.61,10.5,12.28,3.93,0.0
20090331:1810,0.0,0.0,10.69,3.52,0.0
20090331:1910,0.0,0.0,9.3,3.59,0.0
20090331:2010,0.0,0.0,8.3,3.79,0.0
20090331:2110,0.0,0.0,7.59,4.07,0.0
20090331:2210,0.0,0.0,6.96,4.14,0.0
20090331:2310,0.0,0.0,6.35,4.07,0.0
20090401:0010,0.0,0.0,5.75,3.93,0.0
20090401:0110,0.0,0.0,5.19,3.72,0.0
20090401:0210,0.0,0.0,4.66,3.66,0.0
20090401:0310,0.0,0.0,4.19,3.72,0.0
20090401:0410,0.0,0.0,3.79,3.79,0.0
20090401:0510,0.0,0.0,3.46,3.86,0.0
20090401:0610,32.58,5.98,3.31,3.86,0.0
20090401:0710,106.67,15.8,4.83,3.59,0.0
20090401:0810,317.28,25.21,6.89,4.41,0.0
20090401:0910,534.95,33.68,9.07,4.76,0.0
20090401:1010,729.65,40.51,11.03,5.03,0.0
20090401:1110,861.28,44.77,12.54,5.31,0.0
20090401:1210,931.12,45.65,13.6,5.52,0.0
20090401:1310,767.48,42.94,14.36,5.79,0.0
20090401:1410,866.74,37.23,14.74,5.79,0.0
20090401:1510,740.42,29.45,14.77,5.45,0.0
20090401:1610,496.02,20.41,14.61,4.83,0.0
20090401:1710,255.14,10.74,14.08,3.59,0.0
20090401:1810,0.0,0.0,13.21,3.31,0.0
20090401:1910,0.0,0.0,12.05,3.52,0.0
20090401:2010,0.0,0.0,11.5,3.59,0.0
20090401:2110,0.0,0.0,10.7,3.45,0.0
20090401:2210,0.0,0.0,10.09,3.31,0.0
20090401:2310,0.0,0.0,9.66,3.31,0.0
20090402:0010,0.0,0.0,8.98,3.31,0.0
20090402:0110,0.0,0.0,8.19,3.31,0.0
20090402:0210,0.0,0.0,7.75,3.31,0.0
20090402:0310,0.0,0.0,7.46,3.17,0.0
20090402:0410,0.0,0.0,7.15,2.97,0.0
20090402:0510,0.0,0.0,6.52,2.83,0.0
20090402:0610,34.39,6.32,6.46,2.69,0.0
20090402:0710,111.79,16.15,7.34,2.41,0.0
20090402:0810,321.24,25.57,9.28,2.83,0.0
20090402:0910,539.19,34.05,11.28,2.97,0.0
20090402:1010,737.72,40.89,12.88,2.9,0.0
20090402:1110,883.2,45.16,14.32,3.03,0.0
20090402:1210,962.3,46.03,15.56,3.38,0.0
20090402:1310,965.9,43.28,16.48,3.66,0.0
20090402:1410,870.06,37.53,16.88,3.52,0.0
20090402:1510,724.62,29.72,16.63,3.03,0.0
20090402:1610,471.78,20.66,16.32,2.34,0.0
20090402:1710,221.13,10.97,15.77,2.07,0.0
20090402:1810,0.0,0.0,14.81,2.21,0.0
20090402:1910,0.0,0.0,14.32,2.34,0.0
20090402:2010,0.0,0.0,13.35,2.41,0.0
20090402:2110,0.0,0.0,12.75,2.28,0.0
20090402:2210,0.0,0.0,12.18,2.28,0.0
20090402:2310,0.0,0.0,11.59,2.14,0.0
20090403:0010,0.0,0.0,10.91,2.0,0.0
20090403:0110,0.0,0.0,10.56,1.93,0.0
20090403:0210,0.0,0.0,9.97,1.93,0.0
20090403:0310,0.0,0.0,9.72,1.93,0.0
20090403:0410,0.0,0.0,9.59,1.86,0.0
20090403:0510,0.0,0.0,9.61,1.79,0.0
20090403:0610,29.87,6.66,9.63,1.66,0.0
20090403:0710,91.43,16.49,9.72,1.79,0.0
20090403:0810,161.5,25.92,10.62,1.72,0.0
20090403:0910,208.48,34.42,11.77,1.24,0.0
20090403:1010,340.37,41.28,13.28,0.83,0.0
20090403:1110,720.02,45.56,14.32,0.97,0.0
20090403:1210,917.02,46.41,15.1,1.52,0.0
20090403:1310,802.32,43.63,15.88,1.79,0.0
20090403:1410,245.35,37.84,16.69,2.41,0.0
20090403:1510,72.84,29.99,16.73,2.41,0.0
20090403:1610,167.74,20.91,16.63,2.14,0.0
20090403:1710,86.16,11.21,16.14,1.52,0.0
20090403:1810,0.0,0.0,15.51,1.38,0.0
20090403:1910,0.0,0.0,13.9,2.0,0.0
20090403:2010,0.0,0.0,12.41,2.34,0.0
20090403:2110,0.0,0.0,11.54,2.48,0.0
20090403:2210,0.0,0.0,11.3,2.41,0.0
20090403:2310,0.0,0.0,11.05,2.14,0.0
20090404:0010,0.0,0.0,10.39,1.93,0.0
20090404:0110,0.0,0.0,9.72,2.14,0.0
20090404:0210,0.0,0.0,9.63,2.55,0.0
20090404:0310,0.0,0.0,9.19,2.76,0.0
20090404:0410,0.0,0.0,8.76,2.83,0.0
20090404:0510,0.0,0.0,8.03,3.31,0.0
20090404:0610,40.73,7.0,7.32,3.52,0.0
20090404:0710,124.28,16.83,7.27,3.79,0.0
20090404:0810,314.71,26.27,7.94,3.17,0.0
20090404:0910,458.46,34.79,9.1,3.24,0.0
20090404:1010,363.04,41.66,10.51,4.21,0.0
20090404:1110,346.65,45.95,11.14,4.41,0.0
20090404:1210,580.05,46.78,11.97,4.34,0.0
20090404:1310,527.54,43.97,12.44,4.07,0.0
20090404:1410,327.27,38.14,12.9,3.72,0.0
20090404:1510,271.13,30.26,13.17,3.31,0.0
20090404:1610,239.6,21.16,13.13,2.83,0.0
20090404:1710,139.95,11.45,12.77,2.14,0.0
20090404:1810,0.0,0.0,12.12,1.66,0.0
20090404:1910,0.0,0.0,11.36,1.79,0.0
20090404:2010,0.0,0.0,10.88,1.72,0.0
20090404:2110,0.0,0.0,10.32,1.72,0.0
20090404:2210,0.0,0.0,10.0,1.59,0.0
20090404:2310,0.0,0.0,9.84,1.45,0.0
20090405:0010,0.0,0.0,9.46,1.52,0.0
20090405:0110,0.0,0.0,9.32,1.45,0.0
20090405:0210,0.0,0.0,8.99,1.52,0.0
20090405:0310,0.0,0.0,8.77,1.45,0.0
20090405:0410,0.0,0.0,8.59,1.31,0.0
20090405:0510,0.0,0.0,8.23,1.31,0.0
20090405:0610,41.63,7.34,8.21,1.17,0.0
20090405:0710,131.65,17.17,8.38,1.31,0.0
20090405:0810,326.62,26.62,9.32,1.31,0.0
20090405:0910,502.69,35.15,10.08,1.1,0.0
20090405:1010,507.36,42.04,11.08,0.97,0.0
20090405:1110,344.74,46.33,12.45,0.55,0.0
20090405:1210,119.19,47.16,13.13,0.48,0.0
20090405:1310,135.28,44.31,13.27,0.9,0.0
20090405:1410,256.15,38.44,13.4,1.31,0.0
20090405:1510,237.7,30.52,13.38,1.45,0.0
20090405:1610,249.12,21.4,13.66,1.66,0.0
20090405:1710,239.56,11.68,13.44,1.38,0.0
20090405:1810,0.0,0.0,12.75,1.17,0.0
20090405:1910,0.0,0.0,11.88,2.14,0.0
20090405:2010,0.0,0.0,10.78,2.28,0.0
20090405:2110,0.0,0.0,9.97,2.34,0.0
20090405:2210,0.0,0.0,9.23,2.41,0.0
20090405:2310,0.0,0.0,8.48,2.41,0.0
20090406:0010,0.0,0.0,7.91,2.34,0.0
